SWE; sara mcmanus; Curling; -; -; 1; 2; 1991
HUN; zsofia konya; Short Track Speed Skating; -; -; 1; 3; 1995
LAT; eliza tiruma; Luge; -; -; 1; 3; 1990
SVK; patrik rybar; Ice Hockey; -; -; 1; 2; 1993
USA; emery lehman; Speed skating; -; -; 1; 3; 1996
NOR; havard lorentzen; Speed skating; -; -; 1; 3; 1992
AUT; teresa stadlober; Cross Country Skiing; -; -; 1; 3; 1993
USA; alex ferreira; Freestyle Skiing; -; -; 1; 2; 1994
CAN; mackenzie boyd-clowes; Ski Jumping; -; -; 1; 4; 1991
SWE; sofia mabergs; Curling; -; -; 1; 2; 1993
CAN; rachel karker; Freestyle Skiing; -; -; 1; 1; 1997
BEL; hanne desmet; Short Track Speed Skating; -; -; 1; 1; 1996
CZE; martina sablikova; Speed skating; -; -; 1; 5; 1987
GER; vanessa hinz; Biathlon; -; -; 1; 2; 1992
CAN; ben coakwell; Bobsleigh; -; -; 1; 3; 1987
ITA; davide ghiotto; Speed skating; -; -; 1; 2; 1993
FIN; ronja savolainen; Ice Hockey; -; -; 1; 2; 1997
GER; stephan leyhe; Ski Jumping; -; -; 1; 2; 1992
FRA; hugo lapalus; Cross Country Skiing; -; -; 1; 1; 1998
SVK; martin marincin; Ice Hockey; -; -; 1; 2; 1992
FIN; nelli laitinen; Ice Hockey; -; -; 1; 1; 2002
CAN; marc kennedy; Curling; -; -; 1; 3; 1982
GER; matthias sommer; Bobsleigh; -; -; 1; 1; 1991
AUT; lorenz koller; Luge; -; -; 1; 2; 1994
CAN; alexandria loutitt; Ski Jumping; -; -; 1; 1; 2004
LAT; kristers aparjods; Luge; -; -; 1; 2; 1998
FIN; anni keisala; Ice Hockey; -; -; 1; 1; 1997
NOR; thea louise stjernesund; Alpine Skiing; -; -; 1; 2; 1996
HUN; shaolin sandor liu; Short Track Speed Skating; -; -; 1; 3; 1995
SVK; branislav konrad; Ice Hockey; -; -; 1; 2; 1987
SVK; adrian holesinsky; Ice Hockey; -; -; 1; 1; 1996
USA; casey dawson; Speed skating; -; -; 1; 1; 2000
SVK; peter ceresnak; Ice Hockey; -; -; 1; 2; 1993
SVK; marko dano; Ice Hockey; -; -; 1; 1; 1994
SVK; milos kelemen; Ice Hockey; -; -; 1; 1; 1999
CHN; chutong zhang; Short Track Speed Skating; -; -; 1; 1; 2003
CAN; miha fontaine; Freestyle Skiing; -; -; 1; 1; 2004
FIN; sanni vanhanen; Ice Hockey; -; -; 1; 1; 2005
FIN; meeri raisanen; Ice Hockey; -; -; 1; 3; 1989
FRA; mathieu faivre; Alpine Skiing; -; -; 1; 3; 1992
SVK; peter zuzin; Ice Hockey; -; -; 1; 1; 1990
CAN; ryan sommer; Bobsleigh; -; -; 1; 1; 1993
SUI; jan scherrer; Snowboard; -; -; 1; 3; 1994
NED; kimberley bos; Skeleton; -; -; 1; 2; 1993
CHN; wengang yan; Skeleton; -; -; 1; 1; 1997
ROC; anastasiia smirnova; Freestyle Skiing; -; -; 1; 1; 2002
GER; vanessa voigt; Biathlon; -; -; 1; 1; 1997
ROC; vic wild; Snowboard; -; -; 1; 3; 1986
SVK; kristian pospisil; Ice Hockey; -; -; 1; 1; 1996
ROC; sergey ridzik; Freestyle Skiing; -; -; 1; 2; 1992
CAN; mark mcmorris; Snowboard; -; -; 1; 3; 1993
SVK; marek hrivik; Ice Hockey; -; -; 1; 1; 1991
ROC; angelina golikova; Speed skating; -; -; 1; 3; 1991
SWE; henrik harlaut; Freestyle Skiing; -; -; 1; 3; 1991
SVK; martin gernat; Ice Hockey; -; -; 1; 1; 1993
USA; ethan cepuran; Speed skating; -; -; 1; 1; 2000
USA; megan nick; Freestyle Skiing; -; -; 1; 1; 1996
ROC; ilia burov; Freestyle Skiing; -; -; 1; 3; 1991
FIN; elisa holopainen; Ice Hockey; -; -; 1; 1; 2001
JPN; ikuma horishima; Freestyle Skiing; -; -; 1; 2; 1997
CAN; christine de bruin; Bobsleigh; -; -; 1; 2; 1989
SVK; juraj slafkovsky; Ice Hockey; -; -; 1; 1; 2004
FIN; krista parmakoski; Cross Country Skiing; -; -; 1; 4; 1990
JPN; wataru morishige; Speed skating; -; -; 1; 1; 2000
ROC; anastasia mishina; Figure skating; -; -; 1; 1; 
GER; daniela maier; Freestyle Skiing; -; -; 1; 1; 1996
SVK; michal kristof; Ice Hockey; -; -; 1; 2; 1993
USA; sylvia hoffman; Bobsleigh; -; -; 1; 1; 1989
SWE; johanna heldin; Curling; -; -; 1; 1; 1994
FIN; ella viitasuo; Ice Hockey; -; -; 1; 2; 1996
SVK; libor hudacek; Ice Hockey; -; -; 1; 1; 1990
CAN; marion thenault; Freestyle Skiing; -; -; 1; 1; 2000
ROC; said karimulla khalili; Biathlon; -; -; 1; 1; 1998
CAN; matthew soukup; Ski Jumping; -; -; 1; 1; 1997
CAN; james crawford; Alpine Skiing; -; -; 1; 2; 1997
CAN; kim boutin; Short Track Speed Skating; -; -; 1; 2; 1994
JPN; hideaki nagai; Nordic Combined; -; -; 1; 3; 1983
NOR; timon haugan; Alpine Skiing; -; -; 1; 1; 1996
FIN; noora tulus; Ice Hockey; -; -; 1; 2; 1995
CHN; yutong han; Short Track Speed Skating; -; -; 1; 2; 1994
CAN; abigail strate; Ski Jumping; -; -; 1; 1; 2001
CAN; geoff walker; Curling; -; -; 1; 2; 1985
FIN; sanni rantala; Ice Hockey; -; -; 1; 1; 2002
JPN; kokomo murase; Snowboard; -; -; 1; 1; 2004
SWE; anna hasselborg; Curling; -; -; 1; 2; 1989
ITA; tommaso dotti; Short Track Speed Skating; -; -; 1; 3; 1993
GER; constantin schmid; Ski Jumping; -; -; 1; 1; 1999
ROC; tatyana ivanova; Luge; -; -; 1; 3; 1991
ITA; nadia delago; Alpine Skiing; -; -; 1; 1; 1997
CAN; brett gallant; Curling; -; -; 1; 1; 1990
CAN; justin kripps; Bobsleigh; -; -; 1; 4; 1987
GER; christoph hafer; Bobsleigh; -; -; 1; 1; 1992
FIN; susanna tapani; Ice Hockey; -; -; 1; 3; 1993
NOR; rasmus windingstad; Alpine Skiing; -; -; 1; 1; 1993
FIN; emilia vesa; Ice Hockey; -; -; 1; 1; 2001
FIN; tanja niskanen; Ice Hockey; -; -; 1; 2; 1992
HUN; john-henry krueger; Short Track Speed Skating; -; -; 1; 2; 1995
SWE; agnes knochenhauer; Curling; -; -; 1; 1; 1989
CAN; mark nichols; Curling; -; -; 1; 2; 1980
FIN; jenniina nylund; Ice Hockey; -; -; 1; 1; 1999
SVK; milos roman; Ice Hockey; -; -; 1; 1; 1999
USA; zachary donohue; Figure skating; -; -; 1; 2; 1991
FIN; petra nieminen; Ice Hockey; -; -; 1; 2; 1999
FRA; maurice manificat; Cross Country Skiing; -; -; 1; 4; 1986
AUT; lukas greiderer; Nordic Combined; -; -; 1; 1; 1993
SVK; marek daloga; Ice Hockey; -; -; 1; 2; 1989
SVK; peter cehlarik; Ice Hockey; -; -; 1; 1; 1995
USA; brittany bowe; Speed skating; -; -; 1; 3; 1988
FIN; minnamari tuominen; Ice Hockey; -; -; 1; 4; 1990
SVK; tomas jurco; Ice Hockey; -; -; 1; 2; 1992
NOR; sebastian foss-solevaag; Alpine Skiing; -; -; 1; 1; 1991
SWE; jesper tjader; Freestyle Skiing; -; -; 1; 3; 1994
SWE; ebba andersson; Cross Country Skiing; -; -; 1; 2; 1997
ROC; aleksandr galliamov; Figure skating; -; -; 1; 1; 
EST; kelly sildaru; Freestyle Skiing; -; -; 1; 1; 2002
HUN; petra jaszapati; Short Track Speed Skating; -; -; 1; 2; 1998
NED; marijke groenewoud; Speed skating; -; -; 1; 1; 1999
JPN; yoshito watabe; Nordic Combined; -; -; 1; 3; 1991
FIN; sini karjalainen; Ice Hockey; -; -; 1; 1; 1999
